지정상품(국문),NICE분류,유사군코드,지정상품(영문)
윤활제용 화학첨가제,01,G1001,chemical additives for lubricants
금속도금용 화학첨가제,01,G1001,chemical additives for metal plating
모터오일용 화학첨가제,01,G1001,chemical additives for motor oil
유정시추액용 화학첨가제,01,G1001,chemical additives for oil well drilling fluids
오일용 화학첨가제,01,G1001,chemical additives for oils
공업용 오일정화용 화학촉매제,01,G1001,chemical additives for purifying oils for industrial purposes
트랜스미션액용 화학첨가제,01,G1001,chemical additives for transmission fluids
고형사료 응고제용 화학첨가제,01,G1001,chemical additives for use as binding agents for feed pellets
제조공정용 화학첨가제,01,G1001,chemical additives for use in manufacture
화장품 제조용 화학첨가제,01,G1001,chemical additives for use in the manufacture of cosmetics
직물 제조용 화학첨가제,01,G1001,chemical additives for use in the manufacture of fabrics
식품 제조용 화학첨가제,01,G1001,chemical additives for use in the manufacture of food
약제 제조용 화학첨가제,01,G1001,chemical additives for use in the manufacture of pharmaceuticals
유정시추니용(油井試錐泥用) 화학첨가제,01,G1001,chemical additives to drilling muds
살균제용 화학첨가제,01,G1001,chemical additives to fungicides
살충제용 화학첨가제,01,G1001,chemical additives to insecticides
자동차 연료용 화학첨가제,01,G1001,chemical additives to motor fuel
콘크리트용 화학혼화제,01,G1001,chemical admixtures for concrete
이산화탄소 격리용 화학제,01,G1001,chemical agents for carbon dioxide sequestration
염료 제조용 화학제,01,G1001,chemical agents for manufacturing dyestuffs
섬유/모피/가죽/부직포 및 직물 코팅용 화학제,01,G1001,"chemical agents for coating textiles, furs, leather, non-woven and woven fabrics"
잘린 크리스마스트리 신선도 유지를 위한 침투용 화학제,01,G1001,chemical agents for impregnating cut Christmas trees to preserve freshness
절화(絶花) 신선도 유지를 위한 침투용 화학제,01,G1001,chemical agents for impregnating cut flowers to preserve freshness
섬유/모피/가죽/부직포 및 직물 침투용 화학제,01,G1001,"chemical agents for impregnating textiles, furs, leather, non-woven and woven fabrics"
섬유/모피 및 피혁/부직포 및 직물용 침투/접합 또는 코팅용 화학제,01,G1001,"chemical agents for impregnating, binding or coating of textiles, furs and leather, non-wovens and fabrics"
플라스틱도금용 화학제,01,G1001,chemical agents for plastic plating
인쇄회로기판 도금용 화학제,01,G1001,chemical agents for printed circuit board plating
공업 제조용 산제거용 화학제,01,G1001,chemical agents for removing acid in industrial manufacturing applications
직물의 난연코팅용 화학제,01,G1001,chemical agents for the flame-retardant coating of textiles
빌 지수 처리용 화학제,01,G1001,chemical agents for the treatment of bilge water
해양빌지수처리용 화학제,01,G1001,chemical agents used in treating marine bilge water
금속도금용 화학보조제,01,G1001,chemical auxiliary agents for metal plating
플라스틱도금용 화학보조제,01,G1001,chemical auxiliary agents for plastic plating
인쇄회로기판 도금용 화학보조제,01,G1001,chemical auxiliary agents for printed circuit board plating
비금속 화학촉매제,01,G1001,chemical catalysts (not of metal)
천연가스 정화용 화학촉매제,01,G1001,chemical catalysts for purifying natural gas
귀금속제 화학촉매제,01,G1001,chemical catalysts of precious metals
공업용 화학코팅제,01,G1001,chemical coating agents for industrial purposes
플라스틱렌즈용 화학코팅제,01,G1001,chemical coating agents used for plastic lenses
인쇄회로기판 제조용 화학코팅제,01,G1001,chemical coatings used in the manufacture of printed circuit boards
리튬이온전지의 전극용 화학조성물,01,G1001,chemical compositions for electrodes of lithium ion batteries
도금용 화학조성물,01,G1001,chemical compositions for metal plating
식품보존용 화학조성물,01,G1001,chemical compositions for preserving foodstuffs
크롬도금용 화학조성물,01,G1001,chemical compositions for use in chrome plating
방수용 화학조성물,01,G1001,chemical compositions for waterproofing
직물 방수용 화학조성물,01,G1001,chemical compositions for waterproofing articles of fabric
피혁방수제품용 화학조성물,01,G1001,chemical compositions for waterproofing articles of leather
석제품 방습용 화학조성물,01,G1001,chemical compositions for waterproofing masonry
화학 흡착제,01,G1001,chemical sorbents
콘크리트 양생용 화학합성물,01,G1001,chemical compounds for curing concrete
화학적 응축제(凝縮劑),01,G1001,chemical condensation preparations
종이 강화제,01,G1001,chemical intensifiers for paper
고무강화제,01,G1001,chemical intensifiers for rubber
공업용 화학중간체,01,G1001,chemical intermediates for industrial purposes
인쇄회로 제조용 화학산화제,01,G1001,chemical oxidants for use in the manufacture of printed circuits
천연석용 화학침투실러,01,G1001,chemical penetrating sealers for natural stone
석유용 화학첨가제,01,G1001,chemical petrol additives
실험분석용 화학제(의료용은 제외),01,G1001,chemical preparations for analyses in laboratories (other than for medical purposes)
제조공정시 광택염료용 화학제,01,G1001,chemical preparations for brightening dyestuffs during manufacturing processes
엔진의 탄소 제거제,01,G1001,chemical preparations for decarbonising engines
피혁광택용 화학제,01,G1001,chemical preparations for glazing leather
눈 및 얼음 용해용 화학제,01,G1001,chemical preparations for melting snow and ice
음식보존용 화학제,01,G1001,chemical preparations for preserving foodstuffs
물때생성방지용 화학제,01,G1001,chemical preparations for preventing scale formation
냉난방시스템 물때생성방지용 화학제,01,G1001,chemical preparations for preventing scale formation in hydronic heating and cooling systems
얼룩 방지용 화학제,01,G1001,chemical preparations for repelling stains
과학용 화학제,01,G1001,chemical preparations for scientific purposes
과학용 화학제(의료용 또는 수의과용은 제외),01,G1001,"chemical preparations for scientific purposes, other than for medical or veterinary use"
훈육용(燻肉用) 화학제,01,G1001,chemical preparations for smoking meat
수영장 용수테스트용 화학제,01,G1001,chemical preparations for testing swimming pool water
오일분산용 화학제,01,G1001,chemical preparations for the dispersal of oil
종자처리용 화학제,01,G1001,chemical preparations for the treatment of seeds
물처리용 화학제,01,G1001,chemical preparations for the treatment of water
공업용 화학제,01,G1001,chemical preparations for use in industry
화장품 제조용 화학제,01,G1001,chemical preparations for use in the manufacture of cosmetics
페인트 제조용 화학제,01,G1001,chemical preparations for use in the manufacture of paints
약제 제조용 화학제,01,G1001,chemical preparations for use in the manufacture of pharmaceuticals
접착촉진제인 화학제,01,G1001,chemical preparations in the nature of glue accelerators
곰팡이 예방제,01,G1001,chemical preparations to prevent mildew
목초용 화학보존제,01,G1001,chemical preservatives for silage
클로르알칼리,01,G1001,chlor-alkalis
건물화재 예방용 벽/바닥 및 천장관통 화학제,01,G1001,"chemical preparations which penetrate through walls, floors and ceilings used for fire prevention in buildings"
자동차 배기시스템 부식억제용 화학보존제,01,G1001,chemical preservatives for use as corrosion inhibitors on automobile exhaust systems
빵 제조용 화학보존제,01,G1001,chemical preservatives for use in bread making
비누 및 식물유 제조용 화학보존제,01,G1001,chemical preservatives for use in manufacture of soap and vegetable oils
비누 제조용 화학보존제,01,G1001,chemical preservatives for use in the manufacture of soaps
식물유 제조용 화학보존제,01,G1001,chemical preservatives for use in the manufacture of vegetable oils
다양한 화학제 제조용 화학보존제,01,G1001,chemical preservatives for use in the production of a wide variety of chemicals
강철/철 및 다양한 색상 금속의 스테인리스 합금 중화용 화학제품,01,G1001,"chemical product for neutralizing stainless alloys of steel, iron and metals of various colors"
광택염료용 화학제품,01,G1001,chemical products for brightening dyestuffs
스케일방지용 화학제품,01,G1001,chemical products for preventing scale
식품 안정화용 화학제품,01,G1001,chemical products for stabilising foodstuffs
식품 신선도 유지 및 보존용 화학품,01,G1001,chemical products for the fresh-keeping and preserving of food
유전자확인용 화학시약,01,G1001,chemical reagents for genetic identity testing
친자확인용 화학시약,01,G1001,chemical reagents for paternity testing
과학용 화학시약,01,G1001,chemical reagents for scientific purposes
화학시약(의료용 또는 수의과용은 제외),01,G1001,"chemical reagents, other than for medical or veterinary purpose"
반도체 제조용 반도체웨이퍼 박막증착용 화학원료물질,01,G1001,chemical source material for the deposition of thin films upon semiconductor wafers for the manufacture of semiconductors
신발인장용 화학 스프레이제,01,G1001,chemical spray preparations for stretching shoes
신발 스트레칭용 화학스프레이,01,G1001,chemical sprays for stretching shoes
식품보존용 화학안정제,01,G1001,chemical stabilizers for preserving foodstuffs
식품보존제,01,G1001,chemical substances for preserving foodstuffs
세정용 가솔린첨가제,01,G1001,detergent additives to gasoline
공업용 세정제,01,G1001,detergents for industrial use
제조작업용 공업용 세정제,01,G1001,detergents for industrial use as part of manufacturing operations
금속표면용 세정제(가정용 세정제는 제외),01,G1001,detergents for metal surface (not including detergents for household purposes)
제조공정용 세정제,01,G1001,detergents for use in manufacturing processes
헤어샴푸 제조용 세정제,01,G1001,detergents for use in the manufacture of hair shampoo
덱스트린(호정),01,G1001,dextrin
공업용 덱스트린,01,G1001,dextrin for industrial purposes
과학 또는 연구용 진단제(의료용은 제외),01,G1001,diagnostic preparations for scientific or research use other than for medical use
과학용 진단제,01,G1001,diagnostic preparations for scientific use
진단제(의료용 또는 수의과용은 제외),01,G1001,"diagnostic preparations, other than for medical or veterinary purposes"
생화학/임상화학 및 미생물학 체외용 진단제,01,G1001,"diagnostic reagents for in vitro use in biochemistry, clinical chemistry and microbiology"
과학 또는 연구용 진단시약,01,G1001,diagnostic reagents for scientific or research use
과학용 진단시약,01,G1001,diagnostic reagents for scientific use
과학용 또는 실험실용 재조합단백질,01,G1001,recombinant protein for scientific or laboratory purposes
환원제,01,G1001,reducing agents for use in chemical processes
레코드판재생제,01,G1001,renovating preparations for phonograph records
레조르시놀,01,G1001,resorcinol
과학용 또는 실험실용 제한효소,01,G1001,restriction enzyme for scientific or laboratory purposes
람노스,01,G1001,rhamnose
공업용 람노스,01,G1001,rhamnose for industrial purposes
코팅재료용 레올로지 개질제(화학제),01,G1001,rheology modifiers [chemicals] for use in the field of coating materials
미가공 염,01,G1001,"salt, raw"
금속제품 오염 제거제,01,G1001,decontamination reagents for metal products
벽돌면 오염 제거제,01,G1001,decontamination reagents for the surface of bricks
석재면 오염 제거제,01,G1001,chemicals for use in the decontamination of the surface of stone
고엽제,01,G1001,defoliants
가스 제거제,01,G1001,degassing agents
비가정용 탈지제,01,G1001,degreasing agents [not for household use]
제조공정용 탈지제,01,G1001,degreasing preparations for use in manufacturing processes
제조공정용 탈지용제,01,G1001,degreasing solvents for use in manufacturing processes
고무질 제거제,01,G1001,degumming preparations
공업용 탈수제,01,G1001,dehydrating preparations for industrial purposes
제빙액,01,G1001,de-icing fluids
제빙제,01,G1001,de-icing preparations
문 자물쇠용 제빙 스프레이,01,G1001,de-icing sprays for door locks
자동차 앞유리용 제빙 스프레이,01,G1001,de-icing sprays for windscreens
과학용 탈이온수,01,G1001,deionized water for scientific use
탈산소제,01,G1001,deoxidants
공업용 스케일 제거제,01,G1001,descaling preparations for industrial purposes
건조제,01,G1001,desiccants
수분흡수용 건조제,01,G1001,desiccants for absorbing moisture
공업용 탈황제,01,G1001,desulfurization chemicals for industrial purposes
연료용 세제첨가제,01,G1001,detergent additives for fuels
모터오일용 세제 첨가제,01,G1001,detergent additives for motor oil
엔진오일용 세제 첨가제,01,G1001,detergent additives for use with motor oil
공업용 염류,01,G1001,salts for industrial purposes
희토류(希土類) 금속염,01,G1001,salts from rare earth metals
알칼리금속염,01,G1001,salts of alkaline metals
공업용 귀금속염,01,G1001,salts of precious metals for industrial purposes
